id_venda,data_venda,hora_venda,id_produto,produto,categoria,cor,tamanho,quantidade,preco_unitario,desconto,valor_total,forma_pagamento,canal,id_cliente,id_vendedor
633,2026-08-09,20:00,165,Bermuda Casual,Bermuda,Branca,GG,1,90.52,9.05,81.47,Cartão de Débito,Online,417.0,18
634,2026-08-15,21:00,157,Blusa Esporte,Blusa,Cinza,GG,2,126.53,0.0,253.06,PIX,Física,206.0,23
635,2026-05-12,18:00,100,Blusa X,Blusa,Rosa,P,1,160.64,0.0,160.64,Cartão de Débito,Online,303.0,9
636,2026-03-23,21:45,45,Bermuda Esporte,Bermuda,Cinza,P,1,153.95,0.0,153.95,Dinheiro,Física,392.0,14
637,2026-07-11,20:45,178,Vestido Premium,Vestido,Preta,P,2,302.09,90.63,513.55,Dinheiro,Física,248.0,9
638,2026-07-15,18:45,47,Calça Social,Calça,Vermelha,GG,2,108.69,0.0,217.38,PIX,Online,,4
639,2026-08-18,20:30,124,Vestido Slim,Vestido,Cinza,M,2,190.83,57.25,"R$ 324,41",Cartão de Crédito,Física,36.0,11
640,2026-06-12,10:30,17,Bermuda Social,Bermuda,Preta,P,4,90.49,18.1,343.86,Crediário,Online,147.0,21
641,2026-06-14,11:30,103,Acessório Premium,Acessório,Verde,G,4,179.71,0.0,718.84,Crediário,Física,438.0,16
642,2026-05-04,20:30,54,Jaqueta Esporte,Jaqueta,Rosa,M,3,102.55,30.76,276.89,Dinheiro,Física,407.0,3
643,2026-05-07,16:00,67,Blusa Slim,Blusa,Preta,GG,3,275.2,41.28,784.32,Dinheiro,Física,367.0,3
644,2026-06-25,13:30,140,Jaqueta Slim,Jaqueta,Verde,G,1,207.04,0.0,207.04,Cartão de Crédito,Online,29.0,3
645,2026-03-28,11:15,157,Blusa Esporte,Blusa,Cinza,GG,1,126.53,0.0,126.53,Cartão de Crédito,Online,251.0,8
646,2026-03-23,10:45,49,Camiseta Básica,Camiseta,Cinza,G,2,318.74,31.87,605.61,Cartão de Crédito,Online,15765.0,13
647,2026-03-20,15:30,38,Acessório Básica,Acessório,Preta,M,1,180.55,0.0,180.55,Crediário,Física,17.0,24
648,2026-08-21,11:45,171,Bermuda Casual,Bermuda,Preta,P,1,227.85,0.0,227.85,dinheiro,Online,237.0,21
649,2026-05-27,15:30,31,Camiseta Slim,Camiseta,Verde,M,3,153.72,0.0,461.16,PIX,Online,289.0,15
650,2026-04-28,16:30,154,Blusa X,Blusa,Azul,M,3,290.09,43.51,826.76,PIX,Online,54.0,6
651,2026-06-06,10:15,81,Blusa Social,Blusa,Rosa,M,4,154.72,0.0,618.88,Dinheiro,Online,411.0,10
652,2026-07-19,20:45,101,Bermuda Básica,Bermuda,Azul,P,4,248.61,0.0,994.44,Dinheiro,Física,451.0,15
653,2026-07-25,10:00,167,Blusa Social,Blusa,Azul,GG,3,64.79,9.72,184.65,Dinheiro,Online,264.0,3
654,2026-07-17,14:45,3,Acessório Casual,Acessório,Preta,P,4,164.95,0.0,659.8,Cartão de Crédito,Física,512.0,17
655,2026-06-28,21:45,89,Calça Premium,Calça,Verde,G,1,308.75,0.0,"308,75",Cartão de Crédito,Física,383.0,24
656,2026-04-03,11:00,42,Jaqueta Esporte,Jaqueta,Verde,P,2,151.48,0.0,302.96,Cartão de Crédito,Física,436.0,12
657,2026-07-17,11:00,1,Vestido Casual,Vestido,Verde,P,4,315.12,189.07,1071.41,Cartão de Débito,Online,183.0,11
658,2026-08-06, 13:30,30,Jaqueta X,Jaqueta,Preta,GG,4,73.7,0.0,294.8,Cartão de Débito,Física,,7
659,2026-03-29,18:15,71,Jaqueta Básica,Jaqueta,Azul,GG,3,341.23,0.0,1023.69,PIX,Física,327.0,17
660,2026-07-22,21:45,142,Acessório Básica,Acessório,Azul,P,2,160.25,48.08,272.42,Dinheiro,Online,188.0,17
661,2026-06-26,19:00,140,Jaqueta Slim,Jaqueta,Verde,G,3,207.04,31.06,590.06,Cartão de Crédito,Online,96.0,14
662,2026-06-26,19:15,131,Blusa Slim,Blusa,Vermelha,P,1,278.74,509.25077224758587,264.8,Cartão de Débito,Online,24.0,10
663,2026-08-03,20:45,93,Blusa Social,Blusa,Cinza,GG,1,343.23,51.48,291.75,Cartão de Débito,Física,249.0,21
664,17-09-2026,15:00,8,Camiseta Slim,Camiseta,Vermelha,G,2,189.75,56.92,322.58,PIX,Online,359.0,18
665,27-07-2026,16:00,45,Bermuda Esporte,Bermuda,Cinza,P,1,153.95,0.0,153.95,Dinheiro,Online,114.0,21
666,2026-06-07,20:15,72,Blusa Slim,Blusa,Cinza,GG,2,334.5,0.0,669.0,Dinheiro,Online,530.0,4
667,2026-08-17,12:15,89,Calça Premium,Calça,Verde,G,1,308.75,0.0,308.75,Cartão de Débito,Física,469.0,9
668,2026-05-12,15:30,42,Jaqueta Esporte,Jaqueta,Verde,P,2,151.48,0.0,302.96,Crediário,Física,132.0,2
669,2026-04-02,13:45,151,Acessório Casual,Acessório,Branca,GG,4,299.55,0.0,1198.2,Cartão de Crédito,Física,487.0,10
670,2026-04-22,16:15,174,Vestido Social,Vestido,Vermelha,P,3,168.54,0.0,505.62,Cartão de Débito,Online,592.0,12
671,2026-03-21,16:30,58,Vestido Premium,Vestido,Verde,M,3,252.14,0.0,756.42,Cartão de Crédito,Física,490.0,6
672,2026-08-07,18:15,167,Blusa Social,Blusa,Azul,GG,1,64.79,9.72,55.07,Cartão de Débito,Online,429.0,4
673,2026-05-07,12:15,72,Blusa Slim,Blusa,Cinza,GG,4,334.5,200.7,1137.3,Cartão de Débito,Física,220.0,12
674,2026-06-06,10:45,100,Blusa X,Blusa,Rosa,P,1,160.64,0.0,160.64,PIX,Física,549.0,14
675,2026-09-12,19:15,74,Blusa Slim,Blusa,Azul,G,3,131.19,59.04,334.53,Cartão de Crédito,Online,268.0,21
676,2026-03-30,19:15,114,Jaqueta Slim,Jaqueta,Azul,M,4,280.98,56.2,1067.72,Cartão de Débito,Online,149.0,20
677,2026-03-27,15:45,94,Calça X,Calça,Cinza,GG,4,281.93,0.0,1127.72,Dinheiro,Online,454.0,6
678,2026-05-28,14:15,28,Blusa Premium,Blusa,Vermelha,M,4,251.27,50.25,"R$ 954,83",Cartão de Crédito,Física,579.0,6
679,2026-08-20,18:15,66,Vestido Social,Vestido,Azul,GG,2,203.85,0.0,407.7,Cartão de Débito,Online,300.0,4
680,2026-04-26,14:15,175,Jaqueta Casual,Jaqueta,Azul,P,3,48.8,0.0,"R$ 146,40",Cartão de Crédito,Online,380.0,6
681,2026-03-21,13:00,177,Calça Slim,Calça,Verde,GG,1,128.31,0.0,128.31,Cartão de Crédito,Online,335.0,2
682,2026-05-05,15:15,46,Vestido Slim,Vestido,Vermelha,G,1,74.33,11.15,63.18,PIX,Física,491.0,9
683,2026-08-15,19:15,140,Jaqueta Slim,Jaqueta,Verde,G,4,207.04,82.82,745.34,Dinheiro,Online,509.0,18
684,2026-03-13,16:15,78,Blusa Social,Blusa,Rosa,P,1,91.57,0.0,91.57,PIX,Online,521.0,7
685,2026-04-27,10:00,10,Jaqueta Esporte,Jaqueta,Azul,GG,1,344.13,0.0,344.13,Cartão de Débito,Online,47.0,13
686,2026-03-09,09:30,148,Vestido X,Vestido,Branca,GG,4,89.73,17.95,340.97,Crediário,Online,552.0,22
687,2026-07-27,18:15,119,Jaqueta Slim,Jaqueta,Branca,GG,4,329.55,65.91,1252.29,Crediário,Física,327.0,7
688,2026-08-13, 16:30 ,20,Jaqueta Casual,Jaqueta,Preta,P,2,137.0,13.7,260.3,Cartão de Crédito,Online,362.0,4
689,2026-07-11,20:15,25400,Camiseta Esporte,Camiseta,Vermelha,GG,2,172.09,0.0,344.18,Cartão de Débito,Online,279.0,14
690,2026-08-18,10:00,22,Calça X,Calça,Vermelha,M,2,316.01,94.8,537.22,Cartão de Crédito,Física,343.0,9
691,2026-08-09,09:00,166,Bermuda Básica,Bermuda,Vermelha,P,2,284.79,0.0,569.58,Cartão de Débito,Física,210.0,7
692,2026-07-31,12:15,71,Jaqueta Básica,Jaqueta,Azul,GG,4,341.23,136.49,1228.43,Dinheiro,Física,53.0,8
693,2026-03-19,10:00,170,Blusa Casual,Blusa,Vermelha,P,4,144.13,57.65,518.87,PIX,Online,281.0,16
694,2026-05-04,15:00,175,Jaqueta Casual,Jaqueta,Azul,P,3,48.8,21.96,124.44,PIX,Online,340.0,25
695,2026-08-27,19:30,78,Blusa Social,Blusa,Rosa,P,4,91.57,0.0,366.28,PIX,Online,121.0,18
696,2026-06-05,16:30,167,Blusa Social,Blusa,Azul,GG,4,64.79,0.0,259.16,Cartão de Débito,Física,364.0,2
697,2026-06-18,16:00,102,Jaqueta Slim,Jaqueta,Azul,P,1,161.01,8.05,152.96,PIX,Online,595.0,9
698,2026-03-05,18:30,14,Camiseta Esporte,Camiseta,Vermelha,GG,4,97.31,38.92,350.32,Cartão De Débito,Online,129.0,3
699,2026-04-21,19:30,15,Vestido Básica,Vestido,Preta,GG,3,47.4,0.0,142.2,PIX,Online,476.0,17
700,2026-06-18,11:00,129,Camiseta Esporte,Camiseta,Rosa,GG,4,343.01,0.0,1372.04,PIX,Física,403.0,21
701,16/07/26,16:30,59,Blusa Social,Blusa,Cinza,M,4,268.88,53.78,1021.74,Cartão de Débito,Física,216.0,22
702,2026-06-28,17:45,120,Acessório Social,Acessório,Preta,GG,1,277.54,0.0,"277,54",Crediário,Online,495.0,7
703,2026-04-17,12:45,24,Camiseta Esporte,Camiseta,Rosa,P,2,115.6,34.68,196.52,Cartão de Débito,Física,164.0,18
704,2026-03-15,20:30,94,Calça X,Calça,Cinza,GG,4,281.93,0.0,1127.72,Cartão de Crédito,Online,544.0,20
705,2026-06-02,14:15,36,Vestido Casual,Vestido,Preta,GG,3,28.02,0.0,84.06,PIX,Física,334.0,11
706,2026-08-10,13:15,107,Jaqueta X,Jaqueta,Vermelha,GG,1,105.29,0.0,105.29,PIX,Online,70.0,13
707,2026-07-09,09:00,21,Vestido Esporte,Vestido,Vermelha,GG,3,168.25,0.0,504.75,Cartão de Crédito,Física,169.0,2
708,2026-07-31,20:00,18,Vestido Social,Vestido,Preta,G,1,343.85,0.0,343.85,Cartão de Crédito,Física,,22
709,2026-06-19,15:45,138,Vestido Casual,Vestido,Branca,GG,1,108.94,10.89,98.05,Cartão de Crédito,Online,395.0,1
710,2026-07-14,12:30,86,Acessório X,Acessório,Rosa,M,2,318.79,0.0,637.58,Cartão de Crédito,Online,298.0,12
711,2026-03-31,20:00,2,Blusa Casual,Blusa,Preta,GG,2,73.53,0.0,147.06,Dinheiro,Online,321.0,22
712,2026-04-20,16:45,53,Jaqueta X,Jaqueta,Verde,M,3,291.49,87.45,787.02,Cartão de Débito,Online,488.0,15
713,2026-03-07,17:15,119,Jaqueta Slim,Jaqueta,Branca,GG,1,329.55,49.43,280.12,Cartão de Débito,Física,554.0,24
714,2026-07-02,14:15,73,Jaqueta Básica,Jaqueta,Preta,M,3,71.22,21.37,192.29,Dinheiro,Física,7.0,19
715,2026-03-25,19:00,55,Blusa Social,Blusa,Verde,G,1,82.32,0.0,82.32,Dinheiro,Física,381.0,19
716,2026-08-21,16:30,50,Blusa Slim,Blusa,Branca,M,2,266.9,26.69,507.11,Cartão de Crédito,Online,92.0,15
717,2026-04-06,17:30,118,Acessório Social,Acessório,Verde,GG,3,151.68,0.0,455.04,Cartão de Débito,Online,485.0,10
718,2026-05-26,10:00,118,Acessório Social,Acessório,Verde,GG,2,151.68,30.34,273.02,Dinheiro,Física,559.0,6
719,2026-06-04,20:00,107,Jaqueta X,Jaqueta,Vermelha,GG,3,105.29,0.0,315.87,Cartão de Crédito,Online,23.0,17
720,2026-09-12,09:30,87,Camiseta Básica,Camiseta,Branca,M,2,174.19,52.26,296.12,cartao credito,Online,82.0,12
721,2026-08-06,18:45,146,Bermuda Slim,Bermuda,Cinza,P,2,171.6,0.0,343.2,PIX,Online,2.0,18
722,2026-09-12,21:30,122,Blusa Premium,Blusa,Branca,M,2,337.75,33.78,641.72,Dinheiro,Física,65.0,9
723,2026-05-31,10:00,41,Blusa Premium,Blusa,Rosa,M,1,43.45,4.35,39.1,Cartão de Crédito,Online,422.0,25
724,2026-07-08,15:45,164,Acessório Social,Acessório,Vermelha,M,1,151.35,22.7,128.65,Cartão de Crédito,Online,264.0,18
725,2026-05-03,17:15,124,Vestido Slim,Vestido,Cinza,M,4,190.83,0.0,763.32,Cartão de Crédito,Física,255.0,19
726,2026-08-02,09:30,148,Vestido X,Vestido,Branca,GG,4,89.73,0.0,358.92,Cartão de Crédito,Física,551.0,12
727,2026-04-12,20:45,10,Jaqueta Esporte,Jaqueta,Azul,GG,3,344.13,0.0,"R$ 1.032,39",PIX,Física,600.0,3
728,2026-07-19,20:45,158,Calça Casual,Calça,Branca,GG,2,37.57,3.76,71.38,Crediário,Online,137.0,18
729,2026-04-11,16:30,32,Blusa Premium,Blusa,Branca,P,4,283.49,113.4,1020.56,Cartão de Débito,Física,418.0,24
730,2026-08-18, 12:15 ,102,Jaqueta Slim,Jaqueta,Azul,P,3,161.01,72.45,"R$ 410,58",Cartão de Crédito,Física,344.0,25
731,2026-04-23,09:30,13,Camiseta X,Camiseta,Preta,G,0,39.69,0.0,158.76,Dinheiro,Online,189.0,23
732,2026-07-02,20:45,96,Camiseta Esporte,Camiseta,Azul,G,-1,98.46,0.0,196.92,Dinheiro,Física,447.0,9
733,2026-09-05,20:15,146,Bermuda Slim,Bermuda,Cinza,P,2,171.6,51.48,291.72,Crediário,Física,295.0,15
734,2026-05-08,16:15,14,Camiseta Esporte,Camiseta,Vermelha,GG,2,97.31,9.73,184.89,Cartão de Débito,Online,232.0,8
735,2026-03-30,16:45,53,Jaqueta X,Jaqueta,Verde,M,4,291.49,0.0,1165.96,PIX,Física,276.0,9
736,2026-05-10,19:00,173,Vestido Social,Vestido,Azul,G,4,154.45,30.89,586.91,Cartão de Débito,Online,144.0,9
737,2026-08-22,18:00,85,Acessório Premium,Acessório,Branca,M,2,190.75,38.15,343.35,Cartão de Débito,Física,514.0,15
738,2026-06-17,10:30,31,Camiseta Slim,Camiseta,Verde,M,4,153.72,0.0,614.88,Cartão de Débito,Online,549.0,20
739,2026-05-26,17:45,62,Blusa X,Blusa,Verde,M,4,221.2,88.48,796.32,Cartão de Crédito,Online,519.0,6
740,2026-06-05,14:00,169,Acessório Social,Acessório,Cinza,GG,1,323.67,48.55,275.12,Cartão de Débito,Física,456.0,18
741,2026-08-07,13:30,25,Jaqueta Básica,Jaqueta,Vermelha,G,3,94.73,28.42,255.77,Cartão de Débito,Física,77.0,5
742,2026-04-26,13:30,114,Jaqueta Slim,Jaqueta,Azul,M,2,280.98,0.0,561.96,Cartão de Crédito,Online,267.0,25
743,2026-05-02,14:00,91,Jaqueta Social,Jaqueta,Rosa,M,4,211.55,42.31,803.89,Dinheiro,Online,52.0,25
744,2026-08-04,18:45,152,Vestido Premium,Vestido,Rosa,P,1,246.49,0.0,246.49,PIX,Física,522.0,15
745,2026-04-30,13:30,6,Camiseta Casual,Camiseta,Vermelha,G,4,266.01,0.0,1064.04,Cartão de Crédito,Física,240.0,9
746,2026-06-25,19:00,140,Jaqueta Slim,Jaqueta,Verde,G,2,207.04,0.0,414.08,PIX,Online,329.0,16
747,2026-05-23,20:30,168,Calça Básica,Calça,Cinza,M,1,218.06,0.0,218.06,Cartão de Crédito,Online,490.0,20
748,07/08/26,14:15,85,Acessório Premium,Acessório,Branca,M,4,190.75,38.15,724.85,PIX,Online,150.0,23
749,2026-06-04,18:00,57,Blusa X,Blusa,Rosa,P,2,36.77,3.68,69.86,PIX,Online,377.0,6
750,2026-06-06,14:15,123,Calça Básica,Calça,Verde,G,4,173.04,0.0,692.16,Crediário,Física,56.0,10
751,2026-09-20,14:45,100,Blusa X,Blusa,Rosa,P,4,160.64,0.0,642.56,Cartão de Crédito,Online,93.0,22
752,2026-07-02,19:00,52,Acessório Premium,Acessório,Azul,M,1,80.96,4.05,76.91,Cartão de Débito,Física,243.0,24
753,29-03-2026,15:45,97,Jaqueta X,Jaqueta,Vermelha,M,4,233.22,0.0,"R$ 932,88",Cartão de Débito,Física,39.0,4
754,2026-03-19,19:45,72,Blusa Slim,Blusa,Cinza,GG,3,334.5,50.18,953.32,Cartão de Débito,Física,579.0,2
755,2026-05-09,14:00,135,Blusa Slim,Blusa,Vermelha,M,3,306.42,137.89,781.37,Cartão de Crédito,Física,277.0,24
756,2026-05-10,19:30,68,Bermuda Esporte,Bermuda,Branca,P,2,140.69,14.07,267.31,PIX,Física,180.0,1
757,2026-03-27,17:30,29,Jaqueta Básica,Jaqueta,Azul,M,3,78.25,11.74,223.01,Cartão de Crédito,Online,45.0,5
758,2026-04-17,18:15,50,Blusa Slim,Blusa,Branca,M,4,266.9,53.38,1014.22,Cartão de Débito,Física,254.0,6
759,2026-07-19,21:45,61,Vestido Social,Vestido,Azul,P,2,77.96,0.0,155.92,Cartão de Crédito,Física,322.0,17
760,2026-09-16,20:15,55,Blusa Social,Blusa,Verde,G,2,82.32,0.0,164.64,Cartão de Débito,Online,432.0,19
761,2026-05-24,12:15,158,Calça Casual,Calça,Branca,GG,3,37.57,11.27,101.44,Dinheiro,Física,331.0,20
762,2026-03-25,20:30,27,Vestido Casual,Vestido,Preta,GG,4,324.09,0.0,1296.36,Crediário,Física,494.0,17
763,2026-08-10, 17:00 ,176,Calça Básica,Calça,Cinza,GG,2,182.47,0.0,364.94,Dinheiro,Online,360.0,23
764,16/04/26, 17:45,131,Blusa Slim,Blusa,Vermelha,P,4,278.74,0.0,1114.96,Cartão de Débito,Física,325.0,17
765,2026-04-17,14:30,29,Jaqueta Básica,Jaqueta,Azul,M,2,78.25,0.0,156.5,PIX,Física,572.0,12
766,2026-08-14,13:00,10,Jaqueta Esporte,Jaqueta,Azul,GG,3,344.13,0.0,1032.39,Dinheiro,Física,176.0,24
767,2026-05-23,18:15,63884,Acessório Social,Acessório,Preta,GG,1,277.54,0.0,277.54,Crediário,Física,592.0,5
768,2026-03-07,21:30,97,Jaqueta X,Jaqueta,Vermelha,M,1,233.22,0.0,233.22,Cartão de Débito,Física,280.0,7
769,2026-08-21,18:30,76,Blusa Esporte,Blusa,Preta,M,1,343.95,34.4,309.55,Cartão de Débito,Online,292.0,7
770,2026-05-17,15:15,131,Blusa Slim,Blusa,Vermelha,P,1,278.74,0.0,278.74,Cartão de Crédito,Física,,4
771,2026-09-20,09:45,137,Calça Esporte,Calça,Branca,G,4,120.05,0.0,480.2,Cartão de Crédito,Online,507.0,1
772,2026-04-10,15:30,24,Camiseta Esporte,Camiseta,Rosa,P,2,115.6,34.68,196.52,Dinheiro,Física,348.0,17
773,2026-04-02,14:30,124,Vestido Slim,Vestido,Cinza,M,3,190.83,85.87,486.62,PIX,Física,409.0,4
774,2026-06-16,19:00,125,Calça Casual,Calça,Azul,G,4,90.39,0.0,361.56,Dinheiro,Online,558.0,16
775,2026-07-24,19:00,94,Calça X,Calça,Cinza,GG,4,281.93,56.39,1071.33,Cartão de Débito,Física,468.0,1
776,2026-09-06,10:15,3,Acessório Casual,Acessório,Preta,P,4,164.95,0.0,659.8,Cartão de Débito,Física,467.0,25
777,2026-07-05,12:00,22,Calça X,Calça,Vermelha,M,2,316.01,63.2,568.82,Dinheiro,Física,104.0,17
778,2026-06-20,12:00,13,Camiseta X,Camiseta,Preta,G,3,39.69,0.0,119.07,Cartão de Crédito,Física,566.0,2
779,2026-07-19,17:00,80,Acessório Casual,Acessório,Vermelha,M,3,169.78,76.4,432.94,Crediário,Física,509.0,17
780,2026-04-28,09:00,97,Jaqueta X,Jaqueta,Vermelha,M,3,233.22,69.97,629.69,Cartão de Débito,Online,112.0,14
781,2026-04-21,20:15,151,Acessório Casual,Acessório,Branca,GG,2,299.55,29.96,569.14,PIX,Física,147.0,14
782,2026-04-28,15:15,30,Jaqueta X,Jaqueta,Preta,GG,4,73.7,44.22,250.58,Cartão de Crédito,Física,295.0,4
783,2026-08-24,12:45,24,Camiseta Esporte,Camiseta,Rosa,P,3,115.6,0.0,346.8,Cartão de Débito,Física,578.0,20
784,2026-07-02,10:45,88,Bermuda Social,Bermuda,Azul,M,3,185.4,83.43,472.77,Cartão de Débito,Online,386.0,5
785,2026-04-28,18:00,164,Acessório Social,Acessório,Vermelha,M,2,151.35,0.0,302.7,PIX,Física,574.0,13
786,2026-03-01,19:15,34,Acessório Básica,Acessório,Rosa,GG,3,95.07,0.0,285.21,Cartão de Crédito,Online,,18
787,13-06-2026,14:00,129,Camiseta Esporte,Camiseta,Rosa,GG,1,343.01,0.0,343.01,Cartão de Crédito,Online,,19
788,2026-08-26,11:30,12,Vestido Social,Vestido,Preta,P,4,206.86,0.0,827.44,Cartão de Débito,Física,263.0,9
789,02/08/26,11:15,53,Jaqueta X,Jaqueta,Verde,M,2,291.49,0.0,582.98,PIX,Online,452.0,13
790,2026-04-16,16:15,168,Calça Básica,Calça,Cinza,M,3,218.06,65.42,588.76,Crediário,Física,283.0,5
791,2026-09-10,15:00,10,Jaqueta Esporte,Jaqueta,Azul,GG,2,344.13,68.83,619.43,Crediário,Online,42.0,2
792,2026-04-22,21:15,26,Calça Premium,Calça,Azul,P,1,318.11,47.72,270.39,Cartão de Crédito,Física,237.0,12
793,2026-05-09,14:30,131,Blusa Slim,Blusa,Vermelha,P,2,278.74,0.0,"R$ 557,48",PIX,Online,128.0,14
794,2026-07-12,16:45,25,Jaqueta Básica,Jaqueta,Vermelha,G,1,94.73,0.0,94.73,Cartão de Crédito,Física,582.0,19
795,2026-06-09,15:45,140,Jaqueta Slim,Jaqueta,Verde,G,1,207.04,0.0,207.04,Cartão de Crédito,Física,76.0,5
796,2026-08-22,17:45,72,Blusa Slim,Blusa,Cinza,GG,4,334.5,0.0,1338.0,Cartão de Débito,Física,211.0,20
797,2026-05-08,10:00,116,Bermuda Casual,Bermuda,Branca,P,2,311.15,0.0,"622,30",Cartão de Débito,Online,196.0,3
798,2026-08-15,20:45,65,Vestido Premium,Vestido,Branca,GG,1,304.89,0.0,304.89,Crediário,Online,133.0,1
799,2026-06-29,14:30,66,Vestido Social,Vestido,Azul,GG,4,203.85,40.77,774.63,Cartão de Crédito,Online,91.0,1
800,2026-06-17,14:45,24,Camiseta Esporte,Camiseta,Rosa,P,3,115.6,0.0,"R$ 346,80",Crediário,Online,186.0,9
801,2026-06-28,18:45,31,Camiseta Slim,Camiseta,Verde,M,2,153.72,0.0,307.44,PIX,Online,551.0,8
802,2026-06-25,11:15,88,Bermuda Social,Bermuda,Azul,M,4,185.4,74.16,667.44,Dinheiro,Online,194.0,10
803,2026-03-21,14:00,65,Vestido Premium,Vestido,Branca,GG,2,304.89,0.0,609.78,Cartão de Crédito,Online,271.0,11
804,2026-03-27,18:45,63,Calça Esporte,Calça,Rosa,P,3,197.71,0.0,593.13,PIX,Online,429.0,18
805,2026-04-17,15:00,148,Vestido X,Vestido,Branca,GG,3,89.73,0.0,269.19,Cartão de Crédito,Online,353.0,6
806,2026-05-06,14:00,170,Blusa Casual,Blusa,Vermelha,P,1,144.13,21.62,122.51,Dinheiro,Online,548.0,17
807,2026-09-12,17:45,99,Vestido X,Vestido,Preta,P,1,72.13,3.61,68.52,Crediário,Online,387.0,1
808,2026-08-25,09:30,172,Bermuda X,Bermuda,Azul,P,3,131.52,59.18,335.38,PIX,Online,12.0,24
809,2026-06-21,10:00,12,Vestido Social,Vestido,Preta,P,2,206.86,41.37,372.35,PIX,Física,295.0,10
810,2026-05-27,12:45,85,Acessório Premium,Acessório,Branca,M,2,190.75,57.22,324.28,PIX,Física,200.0,2
811,2026-08-26,21:15,134,Calça Casual,Calça,Vermelha,M,2,149.43,44.83,"R$ 254,03",Cartão de Débito,Online,,20
812,2026-04-17,18:15,58,Vestido Premium,Vestido,Verde,M,2,252.14,0.0,504.28,Cartão de Débito,Física,552.0,14
813,2026-09-07,09:00,16,Camiseta Social,Camiseta,Cinza,GG,3,331.58,99.47,"R$ 895,27",PIX,Online,78.0,5
814,2026-04-05,16:45,99,Vestido X,Vestido,Preta,P,1,72.13,0.0,72.13,Cartão de Débito,Online,496.0,24
815,2026-06-20,19:15,162,Bermuda Esporte,Bermuda,Vermelha,M,4,27.56,16.54,93.7,Cartão de Débito,Física,398.0,15
816,2026-04-19,20:45,29,Jaqueta Básica,Jaqueta,Azul,M,1,78.25,3.91,74.34,PIX,Online,319.0,13
817,2026-07-15,16:30  ,158,Calça Casual,Calça,Branca,GG,1,37.57,0.0,37.57,PIX,Online,229.0,2
818,2026-06-30,17:45,156,Acessório Casual,Acessório,Vermelha,M,3,219.44,32.92,625.4,Cartão de Crédito,Online,363.0,9
819,2026-08-12,14:45,117,Vestido Premium,Vestido,Preta,GG,2,56.77,17.03,96.51,Crediário,Online,,12
820,2026-09-02,13:00,44,Calça Básica,Calça,Rosa,GG,2,51.2,5.12,97.28,PIX,Física,288.0,3
821,2026-03-02,09:30,138,Vestido Casual,Vestido,Branca,GG,2,108.94,10.89,206.99,cartão de débito,Física,432.0,12
822,2026-07-11,15:30,61,Vestido Social,Vestido,Azul,P,3,77.96,0.0,233.88,PIX,Online,418.0,2
823,2026-08-25,16:45,44,Calça Básica,Calça,Rosa,GG,1,51.2,0.0,51.2,Cartão de Crédito,Física,40.0,19
824,2026-05-07,19:00,53,Jaqueta X,Jaqueta,Verde,M,4,291.49,58.3,1107.66,PIX,Online,127.0,22
825,2026-08-07,14:15,32,Blusa Premium,Blusa,Branca,P,3,283.49,85.05,765.42,Cartão de Crédito,Online,280.0,6
826,2026-04-07,15:00,61,Vestido Social,Vestido,Azul,P,2,77.96,23.39,132.53,PIX,Online,510.0,1
827,2026-04-23,19:45,72,Blusa Slim,Blusa,Cinza,GG,4,334.5,0.0,1338.0,PIX,Física,490.0,4
828,2026-08-23,12:00,50,Blusa Slim,Blusa,Branca,M,1,266.9,0.0,266.9,Cartão de Crédito,Online,462.0,22
829,2026-06-10,21:15,15,Vestido Básica,Vestido,Preta,GG,3,47.4,21.33,120.87,Cartão de Débito,Física,385.0,8
830,2026-07-19,12:15,159,Camiseta Esporte,Camiseta,Preta,M,3,150.94,0.0,452.82,Cartão de Crédito,Online,351.0,10
831,2026-05-15,13:30,63,Calça Esporte,Calça,Rosa,P,1,197.71,29.66,168.05,Dinheiro,Online,127.0,15
832,2026-09-20,09:30,65,Vestido Premium,Vestido,Branca,GG,3,304.89,0.0,914.67,Pix,Online,268.0,17
833,2026-05-20,21:30,21,Vestido Esporte,Vestido,Vermelha,GG,1,168.25,8.41,159.84,Dinheiro,Física,522.0,17
834,2026-09-05,19:00,95,Vestido X,Vestido,Vermelha,GG,4,146.94,29.39,558.37,Dinheiro,Física,264.0,12
835,2026-05-06,19:30,53,Jaqueta X,Jaqueta,Verde,M,2,291.49,0.0,582.98,Cartão de Débito,Online,264.0,22
836,2026-03-03,15:00,118,Acessório Social,Acessório,Verde,GG,4,151.68,0.0,606.72,Cartão de Crédito,Física,276.0,20
837,2026-07-31,13:45,60,Blusa X,Blusa,Verde,G,4,274.9,0.0,1099.6,PIX,Online,294.0,19
838,2026-03-11,12:15,21,Vestido Esporte,Vestido,Vermelha,GG,4,168.25,0.0,673.0,Dinheiro,Física,69.0,16
839,2026-05-15,11:15,78,Blusa Social,Blusa,Rosa,P,4,91.57,0.0,366.28,Cartão de Débito,Física,212.0,12
840,2026-04-27,13:30,174,Vestido Social,Vestido,Vermelha,P,4,168.54,0.0,674.16,Crediário,Física,,2
841,2026-04-19,09:15,148,Vestido X,Vestido,Branca,GG,3,89.73,0.0,269.19,Cartão de Crédito,Online,31915.0,18
842,2026-09-16,16:00,97,Jaqueta X,Jaqueta,Vermelha,M,4,233.22,46.64,886.24,PIX,Física,459.0,9
